과목명,과목구분,운영학과,강의시간,교수명,성적평가방식,수업형태
건강사정법및실습,전공(핵심),간호대학 간호학과,"월09:00~10:00(401기본간호학실습실), 월10:00~12:00(401기본간호학실습실)",ko geumbo,GRADE,가상강의(보조강의)
건강사정법및실습,전공(핵심),간호대학 간호학과,"월13:00~14:00(401기본간호학실습실), 월14:00~16:00(401기본간호학실습실)",박세연,GRADE,가상강의(보조강의)
건강사정법및실습,전공(핵심),간호대학 간호학과,"수09:00~11:00(401기본간호학실습실), 수11:00~12:00(401기본간호학실습실)",박세연,GRADE,가상강의(보조강의)
건강사정법및실습,전공(핵심),간호대학 간호학과,"수12:00~13:00(401기본간호학실습실), 수13:00~15:00(401기본간호학실습실)",박세연,GRADE,가상강의(보조강의)
건강사정법및실습,전공(핵심),간호대학 간호학과,"수15:00~16:00(401기본간호학실습실), 수16:00~18:00(401기본간호학실습실)",박세연,GRADE,가상강의(보조강의)
간호약리학,전공(기초),간호대학 간호학과,화09:00~11:00(305 강의실),서경산,GRADE,가상강의(보조강의)
간호약리학,전공(기초),간호대학 간호학과,화13:00~15:00(305 강의실),서경산,GRADE,가상강의(보조강의)
글로벌 건강,전공(심화),간호대학 간호학과,월16:00~18:00(407 분반강의실),차은석,GRADE,가상강의(보조강의)
성인간호학 1,전공(핵심),간호대학 간호학과,"수16:00~17:00(305 강의실), 수17:00~18:00(305 강의실)",염현이,GRADE,가상강의(보조강의)
성인간호학 1,전공(핵심),간호대학 간호학과,화15:00~16:00(305 강의실),김정련,GRADE,가상강의(보조강의)
미래설계상담5,전공(기초),간호대학 간호학과,,정미숙,PASS/FAIL,가상강의(보조강의)
재활간호학,전공(심화),간호대학 간호학과,"수15:00~16:00(201 대형강의실), 수16:00~17:00(201 대형강의실), 목16:00~17:00(201 대형강의실), 목16:00~17:00(306강의실), 목17:00~18:00(201 대형강의실), 목17:00~18:00(306강의실), 금13:00~14:00(306강의실), 금14:00~15:00(306강의실)",송영신,GRADE,가상강의(보조강의)
아동간호학 2,전공(핵심),간호대학 간호학과,"월09:00~10:00(101 대형강의실), 월09:00~10:00(201 대형강의실), 월10:00~11:00(101 대형강의실), 월10:00~11:00(201 대형강의실), 월11:00~12:00(101 대형강의실), 월11:00~12:00(201 대형강의실), 목09:00~10:00(201 대형강의실), 목10:00~11:00(201 대형강의실), 목11:00~12:00(201 대형강의실)",박문경,GRADE,가상강의(보조강의)
아동간호학 2,전공(핵심),간호대학 간호학과,"월09:00~10:00(201 대형강의실), 월09:00~10:00(306강의실), 월10:00~11:00(201 대형강의실), 월10:00~11:00(306강의실), 월11:00~12:00(201 대형강의실), 월11:00~12:00(306강의실), 목09:00~10:00(201 대형강의실), 목09:00~10:00(306강의실), 목10:00~11:00(201 대형강의실), 목10:00~11:00(306강의실), 목11:00~12:00(201 대형강의실), 목11:00~12:00(306강의실), 목12:00~13:00(201 대형강의실), 목13:00~14:00(201 대형강의실), 목14:00~15:00(201 대형강의실), 금15:00~16:00(306강의실), 금16:00~17:00(306강의실), 금17:00~18:00(306강의실)",박문경,GRADE,가상강의(보조강의)
지역사회공중보건학,전공(핵심),간호대학 간호학과,"수09:00~10:00(101 대형강의실), 수09:00~10:00(201 대형강의실), 수10:00~11:00(101 대형강의실), 수10:00~11:00(201 대형강의실), 수11:00~12:00(101 대형강의실), 수11:00~12:00(201 대형강의실), 목15:00~16:00(201 대형강의실), 목16:00~17:00(201 대형강의실), 목17:00~18:00(201 대형강의실), 금09:00~10:00(305 강의실), 금10:00~11:00(305 강의실), 금11:00~12:00(305 강의실)",정미숙,GRADE,가상강의(보조강의)
지역사회공중보건학,전공(핵심),간호대학 간호학과,"수09:00~10:00(201 대형강의실), 수09:00~10:00(306강의실), 수10:00~11:00(201 대형강의실), 수10:00~11:00(306강의실), 수11:00~12:00(201 대형강의실), 수11:00~12:00(306강의실), 수15:00~16:00(305 강의실), 수16:00~17:00(305 강의실), 수17:00~18:00(305 강의실), 목15:00~16:00(201 대형강의실), 목16:00~17:00(201 대형강의실), 목17:00~18:00(201 대형강의실), 금09:00~10:00(306강의실), 금10:00~11:00(306강의실), 금11:00~12:00(306강의실)",김현리,GRADE,가상강의(보조강의)
보건 교육과정 및 교재연구,전공(심화),간호대학 간호학과,"토09:00~10:00(306강의실), 토10:00~11:00(306강의실), 토11:00~12:00(306강의실), 토12:00~13:00(306강의실)",정미숙,GRADE,가상강의(보조강의)
아동간호학실습,전공(핵심),간호대학 간호학과,,박문경,GRADE,가상강의(보조강의)
아동간호학실습,전공(핵심),간호대학 간호학과,,박문경,GRADE,가상강의(보조강의)
아동간호학실습,전공(핵심),간호대학 간호학과,,박문경,GRADE,가상강의(보조강의)
아동간호학실습,전공(핵심),간호대학 간호학과,,박문경,GRADE,가상강의(보조강의)
아동간호학실습,전공(핵심),간호대학 간호학과,,박문경,GRADE,가상강의(보조강의)
보건정책 및 간호,전공(심화),간호대학 간호학과,"화15:00~16:00(201 대형강의실), 화15:00~16:00(306강의실), 화16:00~17:00(201 대형강의실), 화16:00~17:00(306강의실), 수13:00~14:00(201 대형강의실), 수13:00~14:00(306강의실), 수14:00~15:00(201 대형강의실), 수14:00~15:00(306강의실), 수15:00~16:00(201 대형강의실)",서현주,GRADE,가상강의(보조강의)
증상간호학,전공(심화),간호대학 간호학과,"화16:00~17:00(201 대형강의실), 화17:00~18:00(201 대형강의실), 수13:00~14:00(201 대형강의실), 수14:00~15:00(201 대형강의실), 수15:00~16:00(201 대형강의실), 목13:00~14:00(101 대형강의실), 목13:00~14:00(201 대형강의실), 목14:00~15:00(101 대형강의실), 목14:00~15:00(201 대형강의실), 목15:00~16:00(201 대형강의실)",김정련,GRADE,가상강의(보조강의)
성인간호학실습 1,전공(핵심),간호대학 간호학과,,송라윤,GRADE,가상강의(보조강의)
성인간호학실습 1,전공(핵심),간호대학 간호학과,,송라윤,GRADE,가상강의(보조강의)
성인간호학실습 1,전공(핵심),간호대학 간호학과,,송라윤,GRADE,가상강의(보조강의)
성인간호학실습 1,전공(핵심),간호대학 간호학과,,송라윤,GRADE,가상강의(보조강의)
성인간호학실습 1,전공(핵심),간호대학 간호학과,,송라윤,GRADE,가상강의(보조강의)
성인간호학 3,전공(핵심),간호대학 간호학과,"월15:00~16:00(201 대형강의실), 월16:00~17:00(201 대형강의실), 화09:00~10:00(201 대형강의실), 화10:00~11:00(101 대형강의실), 화10:00~11:00(201 대형강의실)",송라윤,GRADE,가상강의(보조강의)
성인간호학 3,전공(핵심),간호대학 간호학과,"월15:00~16:00(201 대형강의실), 월15:00~16:00(408분반강의실), 월16:00~17:00(201 대형강의실), 월16:00~17:00(408분반강의실), 월17:00~18:00(201 대형강의실), 화09:00~10:00(201 대형강의실), 화09:00~10:00(306강의실), 화10:00~11:00(201 대형강의실), 화10:00~11:00(306강의실), 화16:00~17:00(201 대형강의실), 화17:00~18:00(201 대형강의실), 금15:00~16:00(306강의실), 금16:00~17:00(306강의실)",송라윤,GRADE,가상강의(보조강의)
성인간호학 4,전공(핵심),간호대학 간호학과,"월13:00~14:00(201 대형강의실), 월14:00~15:00(201 대형강의실), 화13:00~14:00(201 대형강의실), 화14:00~15:00(201 대형강의실), 화15:00~16:00(201 대형강의실), 수15:00~16:00(101 대형강의실)",염현이,GRADE,가상강의(보조강의)
성인간호학 4,전공(핵심),간호대학 간호학과,"월13:00~14:00(201 대형강의실), 월13:00~14:00(306강의실), 월14:00~15:00(201 대형강의실), 월14:00~15:00(306강의실), 월15:00~16:00(201 대형강의실), 화13:00~14:00(201 대형강의실), 화13:00~14:00(306강의실), 화14:00~15:00(201 대형강의실), 화14:00~15:00(306강의실), 목13:00~14:00(201 대형강의실), 목14:00~15:00(201 대형강의실), 목15:00~16:00(201 대형강의실)",김정련,GRADE,가상강의(보조강의)
미래설계상담7,전공(기초),간호대학 간호학과,,정미숙,PASS/FAIL,가상강의(보조강의)
노인간호학,전공(심화),간호대학 간호학과,"월18:00~19:00(101 대형강의실), 월16:00~17:00(101 대형강의실), 월17:00~18:00(101 대형강의실), 화18:00~19:00(101 대형강의실), 화16:00~17:00(101 대형강의실), 화17:00~18:00(101 대형강의실), 수18:00~19:00(101 대형강의실), 수16:00~17:00(101 대형강의실), 수17:00~18:00(101 대형강의실), 금09:00~10:00(305 강의실), 금10:00~11:00(305 강의실), 금11:00~12:00(305 강의실)",박명화,GRADE,가상강의(보조강의)
정신간호학실습 1,전공(핵심),간호대학 간호학과,,강문희,GRADE,가상강의(보조강의)
정신간호학실습 1,전공(핵심),간호대학 간호학과,,강문희,GRADE,가상강의(보조강의)
정신간호학실습 1,전공(핵심),간호대학 간호학과,,강문희,GRADE,가상강의(보조강의)
정신간호학실습 1,전공(핵심),간호대학 간호학과,,강문희,GRADE,가상강의(보조강의)
정신간호학실습 1,전공(핵심),간호대학 간호학과,,강문희,GRADE,가상강의(보조강의)
보건통계,전공(심화),간호대학 간호학과,"화09:00~10:00(301 강의실), 화10:00~11:00(301 강의실), 목09:00~10:00(301 강의실), 목10:00~11:00(301 강의실), 목11:00~12:00(301 강의실), 금09:00~10:00(301 강의실), 금10:00~11:00(301 강의실), 금11:00~12:00(301 강의실), 금13:00~14:00(301 강의실), 금14:00~15:00(301 강의실), 금15:00~16:00(301 강의실)",조유민,GRADE,가상강의(보조강의)
여성건강간호학실습 1,전공(핵심),간호대학 간호학과,,차은석,GRADE,가상강의(보조강의)
여성건강간호학실습 1,전공(핵심),간호대학 간호학과,,차은석,GRADE,가상강의(보조강의)
여성건강간호학실습 1,전공(핵심),간호대학 간호학과,,차은석,GRADE,가상강의(보조강의)
여성건강간호학실습 1,전공(핵심),간호대학 간호학과,,차은석,GRADE,가상강의(보조강의)
여성건강간호학실습 1,전공(핵심),간호대학 간호학과,,차은석,GRADE,가상강의(보조강의)
호스피스간호,전공(심화),간호대학 간호학과,"화09:00~10:00(201 대형강의실), 화09:00~10:00(306강의실), 화10:00~11:00(306강의실), 화11:00~12:00(306강의실), 금09:00~10:00(305 강의실), 금09:00~10:00(306강의실), 금10:00~11:00(305 강의실), 금10:00~11:00(306강의실), 금11:00~12:00(305 강의실), 금11:00~12:00(306강의실), 금13:00~14:00(305 강의실), 금13:00~14:00(306강의실), 금14:00~15:00(305 강의실), 금14:00~15:00(306강의실), 금15:00~16:00(305 강의실), 금15:00~16:00(306강의실)",조유민,GRADE,가상강의(보조강의)
간호관리학 2,전공(핵심),간호대학 간호학과,"화18:00~19:00(101 대형강의실), 화13:00~14:00(101 대형강의실), 화14:00~15:00(101 대형강의실), 화15:00~16:00(101 대형강의실), 화16:00~17:00(101 대형강의실), 화17:00~18:00(101 대형강의실), 목08:00~09:00(101 대형강의실), 목09:00~10:00(101 대형강의실), 목10:00~11:00(101 대형강의실), 목11:00~12:00(101 대형강의실), 목12:00~13:00(101 대형강의실), 목13:00~14:00(101 대형강의실), 목14:00~15:00(101 대형강의실)",박명화,GRADE,가상강의(보조강의)
간호관리학 2,전공(핵심),간호대학 간호학과,"화18:00~19:00(101 대형강의실), 화18:00~19:00(407 분반강의실), 화13:00~14:00(101 대형강의실), 화14:00~15:00(101 대형강의실), 화15:00~16:00(101 대형강의실), 화16:00~17:00(101 대형강의실), 화16:00~17:00(407 분반강의실), 화17:00~18:00(101 대형강의실), 화17:00~18:00(407 분반강의실), 목08:00~09:00(201 대형강의실), 목09:00~10:00(101 대형강의실), 목10:00~11:00(101 대형강의실), 목10:00~11:00(201 대형강의실), 목11:00~12:00(101 대형강의실), 목12:00~13:00(201 대형강의실)",박명화,GRADE,가상강의(보조강의)
정신간호학 2,전공(핵심),간호대학 간호학과,"월12:00~13:00(101 대형강의실), 월13:00~14:00(101 대형강의실), 월14:00~15:00(101 대형강의실), 화12:00~13:00(101 대형강의실), 화13:00~14:00(101 대형강의실), 화14:00~15:00(101 대형강의실), 화16:00~17:00(101 대형강의실), 화17:00~18:00(101 대형강의실), 수09:00~10:00(101 대형강의실), 수10:00~11:00(101 대형강의실), 수11:00~12:00(101 대형강의실)",강문희,GRADE,가상강의(보조강의)
정신간호학 2,전공(핵심),간호대학 간호학과,"월12:00~13:00(101 대형강의실), 월12:00~13:00(201 대형강의실), 월12:00~13:00(306강의실), 월13:00~14:00(101 대형강의실), 월13:00~14:00(201 대형강의실), 월13:00~14:00(306강의실), 월14:00~15:00(101 대형강의실), 월14:00~15:00(201 대형강의실), 월14:00~15:00(306강의실), 화12:00~13:00(101 대형강의실), 화12:00~13:00(201 대형강의실), 화12:00~13:00(306강의실), 화13:00~14:00(101 대형강의실), 화13:00~14:00(201 대형강의실), 화13:00~14:00(306강의실), 화14:00~15:00(101 대형강의실), 화14:00~15:00(201 대형강의실), 화14:00~15:00(306강의실), 화16:00~17:00(201 대형강의실), 화17:00~18:00(201 대형강의실), 수09:00~10:00(101 대형강의실), 수09:00~10:00(306강의실), 수18:00~19:00(305 강의실), 수10:00~11:00(101 대형강의실), 수10:00~11:00(201 대형강의실), 수10:00~11:00(306강의실), 수11:00~12:00(101 대형강의실), 수11:00~12:00(306강의실), 수16:00~17:00(305 강의실), 수17:00~18:00(305 강의실)",강문희,GRADE,가상강의(보조강의)
여성건강간호학 2,전공(핵심),간호대학 간호학과,"월09:00~10:00(101 대형강의실), 월10:00~11:00(101 대형강의실), 월11:00~12:00(101 대형강의실), 목18:00~19:00(101 대형강의실), 목16:00~17:00(101 대형강의실), 목17:00~18:00(101 대형강의실), 금18:00~19:00(305 강의실), 금16:00~17:00(305 강의실), 금17:00~18:00(305 강의실)",차은석,GRADE,가상강의(보조강의)
